carname,officialprice,carfuelc,brand,MIITfuelc,displacement,rank,gearbox,cartype,ranking,carstrength,configuration,major,ownerevaluate,price,versions1,versionsp1,versions2,versionsp2
经典圣达菲,6.08-6.98万,9.30-10.50L/100km,华泰,7.40-8.20L/100km,"['1.8T', '2.0L', '2.0T', '2.7L']",紧凑型SUV,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分37.7,较弱,测试中,较弱,一般, 2016款 电动版 基本型,未上市, 2013款 2.0T 柴油手动四驱天窗型,停售
传祺GS7,14.98-20.98万,9.30-10.90L/100km,广汽传祺,暂无信息,"['1.8T', '2.0T']",中型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分52.5,良好,测试中,良好,一般, 2017款 320T 豪华版,15.98万, 2017款 320T 豪华智联版,16.98万
冠道,22.00-32.98万,9.30-14.40L/100km,本田,暂无信息,"['1.5T', '2.0T']",中型SUV,"['手自一体', '无级变速']",[],该车车实力评分高于33%同级别车系查看详情,73.8,一般,良好,一般,一般, 2017款 370TURBO 四驱至尊版,32.98万, 2017款 370TURBO 四驱尊贵版,31.38万
宝利格,7.37-11.58万,9.40-11.20L/100km,华泰,暂无信息,"['1.8T', '2.0L', '2.0T']",紧凑型SUV,"['手动', '手自一体']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分44.5,较弱,测试中,良好,一般, 2016款 基本型,未上市, 2014款 2.0T 手动智静版 两驱,停售
楼兰,23.88-29.18万,9.40-12.50L/100km,日产,11.10L/100km,"['2.5L', '3.5L']",中型SUV,['无级变速'],[],该车车实力评分高于52%同级别车系查看详情,75.7,良好,良好,优秀,良好, 2019款 2.5L XL 两驱智联豪华版,27.13万, 2019款 2.5L XE 两驱精英版,23.88万
猎豹Q6,11.99-16.98万,9.50-11.60L/100km,猎豹汽车,暂无信息,"['2.0T', '2.4L']",中型SUV,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分42.1,较弱,测试中,一般,良好, 2015款 2.4L 手动四驱卓越版,13.69万, 2015款 2.0T 手动四驱版 ,停售
锐界,22.98-42.98万,9.50-11.80L/100km,福特,暂无信息,"['2.0T', '2.7T']",中型SUV,['手自一体'],[],该车车实力评分高于86%同级别车系查看详情,79.4,良好,良好,良好,良好, 2018款 EcoBoost 245 四驱豪锐型 7座,停售, 2018款 EcoBoost 245 两驱运动型 7座,停售
普拉多,44.38-61.58万,9.50-13.00L/100km,丰田,12.20L/100km,"['2.7L', '3.5L', '4.0L']",中大型SUV,['手自一体'],[],该车车实力评分高于68%同级别车系查看详情,81.2,良好,优秀,优秀,良好, 2018款 3.5L VX NAVI 后挂备胎,61.58万, 2018款 3.5L TX-L 后挂备胎,50.88万
宝马X4,46.68-71.38万,9.50-13.30L/100km,宝马,暂无信息,"['2.0T', '3.0T']",中型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分53.4,良好,测试中,良好,一般, 2019款 xDrive30i M越野套装,59.98万, 2019款 xDrive25i M越野套装,49.98万
酷威,27.49-37.29万,9.60-13.10L/100km,道奇,6.05-10.30L/100km,"['2.0T', '2.4L', '2.7L', '3.6L']",中型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分52.1,一般,测试中,优秀,一般, 2016款 2.4L 两驱旅行版,29.99万, 2015款 2.0TD 四驱尊尚版,29.69万
荣威RX8,16.88-25.18万,9.60-13.30L/100km,荣威,暂无信息,['2.0T'],中大型SUV,['手自一体'],[],该车车实力评分高于32%同级别车系查看详情,78.9,良好,良好,优秀,良好, 2018款 30T 智联网四驱至尊版 7座,22.88万, 2018款 30T 智联网两驱至尊版 7座,19.88万
英菲尼迪QX50,33.98-48.98万,9.70-11.10L/100km,英菲尼迪,暂无信息,"['2.0T', '2.5L']",中型SUV,['无级变速'],[],该车车实力评分高于95%同级别车系查看详情,80.9,良好,优秀,优秀,一般, 2018款 2.0T 四驱豪华版,44.98万, 2018款 2.0T 四驱菁英版,37.98万
上汽大通D90,15.67-26.69万,9.70-12.50L/100km,上汽大通MAXUS,暂无信息,['2.0T'],中大型SUV,"['手动', '手自一体']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分52.6,一般,测试中,良好,良好, 2017款 2.0T 自动四驱 天狼星,20.78万, 2017款 2.0T 自动四驱 北极星,24.9万
超级维特拉,26.48-27.48万,9.80-10.70L/100km,铃木,6.60-10.80L/100km,"['1.6L', '2.0L', '2.4L', '3.2L']",紧凑型SUV,"['手动', '自动']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分44.9,一般,测试中,良好,较弱, 2015款 基本型,未上市, 2013款 基本型,未上市
GX6,10.98-14.68万,9.80-11.20L/100km,广汽吉奥,暂无信息,['2.4L'],中型SUV,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分44.5,较弱,测试中,优秀,一般, 2015款 2.4L 手动四驱精英版,13.68万, 2015款 2.4L 手动四驱旗舰版,14.68万
途昂,30.89-51.89万,9.80-12.20L/100km,大众,暂无信息,"['2.0T', '2.5T']",中大型SUV,['双离合'],[],该车车实力评分高于63%同级别车系查看详情,81.0,良好,优秀,良好,一般, 2017款 530 V6 四驱豪华版,43.89万, 2017款 530 V6 四驱至尊旗舰版,51.89万
帕杰罗(进口),34.98-42.98万,9.80-14.00L/100km,三菱,暂无信息,"['3.0L', '3.8L']",中大型SUV,['手自一体'],[],该车车实力评分高于0%同级别车系查看详情,69.9,一般,一般,良好,一般, 2019款 3.0L 自动舒适版,35.98万, 2019款 3.0L 自动尊贵版,39.98万
哈弗H7,15.20-18.00万,9.90-10.60L/100km,哈弗,暂无信息,['2.0T'],中型SUV,['双离合'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分54.5,良好,测试中,优秀,一般, 2018款 蓝标 2.0T 自动悦享型,15.2万, 2018款 H7L 红标 2.0T 自动豪华型,17万
传祺GS8,16.38-25.98万,9.90-11.70L/100km,广汽传祺,暂无信息,['2.0T'],中型SUV,['手自一体'],[],该车车实力评分高于26%同级别车系查看详情,73.4,良好,良好,良好,一般, 2017款 320T 四驱豪华智联版,19.98万, 2017款 320T 四驱至尊版,25.98万
奥迪Q7,69.98-98.48万,9.90-14.00L/100km,奥迪,7.40-13.60L/100km,"['2.0T', '3.0T', '3.6L', '4.2L', '6.0T']",中大型SUV,['手自一体'],[],该车车实力评分高于47%同级别车系查看详情,80.6,良好,良好,优秀,一般, 2018款 45 TFSI quattro 技术型,78.78万, 2018款 45 TFSI quattro S line运动型,84.5万
发现神行,35.58-51.38万,10.00-10.70L/100km,路虎,暂无信息,['2.0T'],中型SUV,['手自一体'],[],该车车实力评分高于50%同级别车系查看详情,75.0,良好,良好,良好,一般, 2019款 2.0T 基本型,未上市, 2018款 2.0T 240PS 智越限量版,48.18万
BJ 212,6.84-10.06万,10.00-12.40L/100km,北汽制造,暂无信息,"['2.0L', '2.8T']",小型SUV,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分31.9,较弱,测试中,一般,一般, 2012款 2.0 四驱汽油舒适型,停售,,
探险者,42.28-60.68万,10.00-14.00L/100km,福特,12.80-14.50L/100km,"['2.3T', '3.5L', '3.5T']",中大型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分59.0,良好,测试中,优秀,良好, 2017款 XLT Sport Appearance Packa,未上市, 2017款 3.5T EcoBoost 铂金版,60.68万
指挥官,25.98-31.58万,10.10-11.80L/100km,Jeep,暂无信息,['2.0T'],中型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分53.0,良好,测试中,优秀,较弱, 2018款 2.0T四驱臻享版,29.38万, 2018款 2.0T四驱智享版,31.58万
大切诺基,52.99-71.49万,10.10-12.60L/100km,Jeep,11.90-18.70L/100km,"['3.0L', '3.0T', '3.6L', '3.7L', '5.7L', '6.4L']",中大型SUV,['手自一体'],[],该车车实力评分高于53%同级别车系查看详情,80.8,良好,良好,良好,良好, 2018款 3.6L 高性能四驱版,64.99万, 2017款 基本型,未上市
绅宝X65,9.88-14.98万,10.20-11.80L/100km,北汽绅宝,暂无信息,['2.0T'],紧凑型SUV,"['手动', '手自一体']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分48.1,一般,测试中,优秀,一般, 2015款 2.0T 自动豪华型,14.98万, 2015款 2.0T 自动精英型,12.98万
旗胜V3,10.18-11.38万,10.30-10.50L/100km,黄海,暂无信息,"['2.0L', '2.4L']",中型SUV,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分39.0,较弱,测试中,较弱,一般, 2011款 2.4L 两驱 超豪华型,11.38万, 2011款 2.0L 两驱 超豪华型,10.18万
全新一代发现,68.80-95.98万,10.30-12.70L/100km,路虎,暂无信息,"['2.0T', '3.0T']",中大型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分54.7,良好,测试中,优秀,较弱, 2019款 2.0T SE,68.8万, 2018款 3.0T V6 SE,75.8万
全新胜达,22.48-28.98万,10.40-11.20L/100km,现代,暂无信息,"['2.0T', '2.4L']",中型SUV,"['手动', '手自一体']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分51.3,一般,测试中,一般,良好, 2017款 2.4L 自动两驱智能型5座,23.98万, 2017款 2.0T 自动四驱智能型7座,24.98万
威飒Venza,32.66-40.88万,10.40-11.90L/100km,丰田,暂无信息,['2.7L'],中型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分49.5,一般,测试中,良好,较弱, 2013款 2.7L 四驱 豪华版,34.86万, 2013款 2.7L 四驱 至尊版,40.88万
战旗,7.36-8.81万,10.50-15.00L/100km,北汽制造,8.50-11.50L/100km,"['1.8T', '2.0L']",小型SUV,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分31.7,较弱,测试中,较弱,良好, 2010款 角斗士 四驱,停售, 2010款 硬顶版 四驱,停售
揽胜,125.80-380.00万,10.50-15.00L/100km,路虎,11.10-21.10L/100km,"['3.0T', '3.6T', '4.2L', '4.2T', '4.4L', '4.4T', '4.6L', '5.0L', '5.0T']",中大型SUV,['手自一体'],[],该车车实力评分高于89%同级别车系查看详情,84.0,优秀,优秀,优秀,较弱, 2019款 3.0 V6 尊崇创世加长版,198.5万, 2018款 SVAutobiography Dynamic,未上市
玛莎拉蒂Levante,86.88-195.80万,10.50-17.00L/100km,玛莎拉蒂,暂无信息,"['3.0T', '3.8T']",中大型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分52.7,良好,测试中,优秀,较弱, 2019款 Edizione Nobile,未上市, 2019款 3.8T Trofeo,195.8万
宝马X3(进口),42.10-75.00万,10.60-11.30L/100km,宝马,8.80-11.40L/100km,"['2.0T', '2.5L', '3.0L', '3.0T']",中型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分51.7,良好,测试中,良好,较弱, 2018款 xDrive30d xLine,未上市, 2018款 xDrive30d M Sport,未上市
指南者(进口),22.19-28.09万,10.70-11.00L/100km,Jeep,7.60-9.50L/100km,"['2.0L', '2.4L']",紧凑型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分45.7,一般,测试中,良好,一般, 2017款 Trailhawk,未上市, 2017款 Sport 4×4,未上市
揽胜星脉,58.80-99.80万,10.70-14.00L/100km,路虎,暂无信息,"['2.0T', '3.0T']",中型SUV,['手自一体'],[],该车车实力评分高于67%同级别车系查看详情,77.5,良好,优秀,良好,较弱, 2019款 380PS R-Dynamic HSE,90.28万, 2018款 P380 S,74.8万
自由客,22.19-27.69万,10.80-11.00L/100km,Jeep,8.70L/100km,"['2.0L', '2.4L']",紧凑型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分44.2,较弱,测试中,良好,一般, 2015款 2.4L 四驱运动版,24.59万, 2014款 基本型,停售
牧马人,42.99-54.99万,10.80-15.10L/100km,Jeep,11.60-17.20L/100km,"['2.0T', '2.8T', '3.0L', '3.6L', '3.8L']",中型SUV,['手自一体'],[],该车车实力评分高于21%同级别车系查看详情,70.8,一般,良好,优秀,一般, 2018款 Unlimited Sahara,未上市, 2018款 Unlimited Rubicon Moparized,未上市
宝马X5,72.99-103.99万,11.00-12.00L/100km,宝马,9.70-14.90L/100km,"['2.0T', '3.0L', '3.0T', '4.0T', '4.4T', '4.8L']",中大型SUV,['手自一体'],[],该车车实力评分高于84%同级别车系查看详情,83.8,良好,优秀,优秀,一般, 2019款 xDrive40i 尊享型 M运动套装,86.99万, 2019款 xDrive30d,未上市
YUKON,118.80-238.00万,11.00-22.50L/100km,GMC,暂无信息,"['5.3L', '6.2L']",大型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分53.4,良好,测试中,优秀,较弱, 2018款 XL Denali,未上市, 2018款 Denali Ultimate Black,未上市
菲跃,24.98-37.58万,11.10-13.40L/100km,菲亚特,暂无信息,"['2.4L', '3.6L']",中型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分49.6,一般,测试中,优秀,一般, 2015款 Cross ,未上市, 2013款 3.6L 智能全驱版,37.58万
STARTECH揽胜,185.80-388.80万,11.20-15.00L/100km,斯达泰克,暂无信息,"['3.0T', '5.0T']",中大型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分53.8,良好,测试中,优秀,较弱, 2015款 Widebody,未上市, 2015款 5.0 V8 SC 加长贵族版,388.8万
帕杰罗劲畅,20.88-30.88万,11.30-13.50L/100km,三菱,暂无信息,"['2.4L', '3.0L']",中型SUV,"['手动', '手自一体']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分46.6,一般,测试中,一般,一般, 2013款 3.0L 自动四驱行政版 ,28.88万, 2013款 3.0L 自动四驱旗舰型,30.88万
马自达CX-7(进口),29.08万,11.40L/100km,马自达,7.50-9.40L/100km,['2.5L'],中型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分46.8,一般,测试中,良好,一般, 2013款 基本型,未上市, 2011款 2.5L 豪华型,29.08万
荣威W5,14.28-22.18万,11.40-12.50L/100km,荣威,暂无信息,"['1.8T', '3.2L']",中型SUV,"['手动', '手自一体']",[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分45.2,较弱,测试中,良好,一般, 2014款 1.8T MT 两驱驰域特装版,14.28万, 2014款 1.8T AT 四驱豪域特装版,19.98万
G级AMG,214.68-353.28万,12.00-21.50L/100km,奔驰,15.90-16.30L/100km,"['4.0T', '5.5T', '6.0T']",中大型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分52.3,良好,测试中,良好,较弱, 2019款 AMG G 63 先型特别版,244.88万, 2019款 AMG G 63 Edition 1,未上市
GLE级AMG,100.68-192.38万,12.50-20.00L/100km,奔驰,暂无信息,"['3.0T', '5.5T']",中大型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分52.0,良好,测试中,良好,较弱, 2018款 AMG GLE 43 4MATIC 轿跑SUV 幻橙特别版,停售, 2017款 AMG GLE 43 基本型,未上市
奥迪Q5(进口),58.80-61.80万,12.60-14.30L/100km,奥迪,9.90-10.60L/100km,"['2.0T', '3.0T', '3.2L']",中型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分51.6,良好,测试中,优秀,较弱, 2018款 45 TFSI quattro Sport,未上市, 2017款 3.0 TDI quattro,未上市
雷克萨斯GX,84.80-94.68万,13.70-18.00L/100km,雷克萨斯,暂无信息,"['4.0L', '4.6L']",中大型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分54.9,良好,测试中,良好,一般, 2014款 460 ,未上市, 2014款 400 豪华版 ,停售
昂科雷,50.90-64.90万,14.80L/100km,别克,暂无信息,['3.6L'],中大型SUV,['手自一体'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分52.4,良好,测试中,优秀,一般, 2018款 基本型,未上市, 2018款 Avenir,未上市
神骐T20,3.39-5.97万,6.80-13.00L/100km,长安轻型车,暂无信息,"['1.0L', '1.1L', '1.3L', '1.5L', '1.8T']",微卡,['手动'],['货车'],该车暂未被列入榜单，暂无排名信息查看详情,非总得分33.0,较弱,测试中,良好,一般, 2018款 T20L 1.5L 载货车单排舒适型 3.6米货箱,5.08万, 2018款 T20L 1.5L 厢货车双排舒适型 3.05米货箱,5.72万
睿行,5.89-7.19万,7.00-9.00L/100km,长安欧尚,暂无信息,['1.5L'],轻客,['手动'],['客车'],该车暂未被列入榜单，暂无排名信息查看详情,非总得分37.0,较弱,测试中,优秀,优秀, 2014款 基本型,未上市, 2014款 1.5L 标准型 ,6.09万
福田风景,5.63-9.52万,7.80-10.60L/100km,福田,暂无信息,"['2.0L', '2.0T', '2.2L', '2.5T', '2.8L', '2.8T']",轻客,['手动'],['客车'],该车暂未被列入榜单，暂无排名信息查看详情,非总得分34.2,较弱,测试中,一般,优秀, 2012款 2.0T 快运标准型 4D20 短轴版,停售, 2012款 2.0L快运标准型 汽油 短轴版,停售
睿行M90,6.85-9.25万,7.80-13.00L/100km,长安轻型车,暂无信息,"['1.5T', '2.0L']",轻客,['手动'],['客车'],该车暂未被列入榜单，暂无排名信息查看详情,非总得分36.1,较弱,测试中,一般,良好, 2018款 1.5T 平顶背掀门 超值型,7.02万, 2016款 2.0L 高顶对开门 豪华型,8.62万
五菱征程,6.55-7.50万,8.80-10.30L/100km,五菱,暂无信息,"['1.5L', '1.8L']",轻客,['手动'],[],该车暂未被列入榜单，暂无排名信息查看详情,非总得分36.3,较弱,测试中,一般,优秀, 2015款 1.8L 豪华型,7.5万, 2015款 1.8L 舒适型,7.05万
依维柯Power Daily,13.99-31.79万,10.50-12.00L/100km,依维柯,8.00-9.00L/100km,"['2.5T', '2.8T', '3.0L', '3.0T']",轻客,['手动'],客车,该车暂未被列入榜单，暂无排名信息查看详情,非总得分37.8,较弱,测试中,优秀,一般, 2017款 3.0T 尊享A42L客车高顶17-20座F1CE34818,28.99万, 2017款 3.0T 尊享A37客车中顶7座F1CE34818,17.09万
DB11,226.80-329.80万,7.70-12.50L/100km,阿斯顿・马丁,暂无信息,"['4.0T', '5.2T']",跑车,['手自一体'],硬顶跑车,该车暂未被列入榜单，暂无排名信息查看详情,非总得分48.5,一般,测试中,优秀,较弱, 2019款 Volante 特别版,未上市, 2019款 AMR Signature Edition,未上市
捷豹F-TYPE,59.80-203.80万,8.20-14.70L/100km,捷豹,暂无信息,"['2.0T', '3.0T', '5.0T']",跑车,['手自一体'],硬顶跑车,该车车实力评分高于0%同级别车系查看详情,72.1,一般,良好,优秀,良好, 2019款 2.0T 硬顶版,59.8万, 2018款 R-Dynamic 2.0硬顶版,未上市
Huracan,280.00-395.00万,8.70-19.50L/100km,兰博基尼,暂无信息,['5.2L'],跑车,['双离合'],硬顶跑车,该车暂未被列入榜单，暂无排名信息查看详情,非总得分45.0,一般,测试中,良好,较弱, 2018款 Performante Spyder,395万, 2017款 Spyder RWD,未上市
奥迪TT,46.45-54.48万,8.90-14.00L/100km,奥迪,7.70-18.00L/100km,"['1.8T', '2.0T']",跑车,['双离合'],硬顶跑车,该车暂未被列入榜单，暂无排名信息查看详情,非总得分50.6,一般,测试中,良好,优秀, 2019款 Coupe 45 TFSI quattro,未上市, 2017款 Roadster S-Line Competition,未上市
保时捷911,122.80-389.80万,9.50-18.00L/100km,保时捷,6.70-13.60L/100km,"['3.0T', '3.4L', '3.6L', '3.6T', '3.8L', '3.8T', '4.0L']",跑车,['双离合'],软顶敞篷车,该车车实力评分高于40%同级别车系查看详情,73.0,一般,良好,优秀,一般, 2019款 Carrera S 3.0T,149.8万, 2019款 Carrera 4S 3.0T,157.8万
宝马Z4,58.30-90.90万,9.60-13.30L/100km,宝马,6.80-9.40L/100km,"['2.0T', '2.5L', '3.0L', '3.0T']",跑车,"['手自一体', '双离合']",硬顶敞篷车,该车暂未被列入榜单，暂无排名信息查看详情,非总得分47.3,一般,测试中,良好,一般, 2019款 M40i First Edition,未上市, 2017款 Concept,未上市
